episode_reward_mean,timesteps_total
-0.46657228469848633,2048
-0.05569136142730713,6144
-0.8864656090736389,10240
-0.4508436620235443,14336
-1.6422399282455444,18432
-0.49823659658432007,22528
-0.24742534756660461,26624
-2.2994611263275146,30720
-0.17441530525684357,34816
-0.288244366645813,38912
-0.30150455236434937,43008
-0.28609710931777954,47104
0.15008744597434998,51200
0.3410728871822357,55296
4.163473129272461,59392
11.205690383911133,63488
10.86795425415039,67584
16.219697952270508,71680
