episode_reward_mean,timesteps_total
0.3286610245704651,2048
-1.1445186138153076,6144
0.37126463651657104,10240
-0.5741381645202637,14336
-0.3126944601535797,18432
-0.328643262386322,22528
-0.5306390523910522,26624
-0.7399245500564575,30720
-0.36419677734375,34816
-1.698585033416748,38912
-0.2826593220233917,43008
-0.6352181434631348,47104
-0.23032300174236298,51200
-0.3751656413078308,55296
0.6909266114234924,59392
-0.9914894104003906,63488
-0.13610675930976868,67584
2.5545620918273926,71680
-0.363356351852417,75776
0.6056797504425049,79872
377.69775390625,83968
557.757568359375,88064
39.37533950805664,92160
-41.13138198852539,96256
36.29517364501953,100352
-154.9393768310547,104448
15.27890682220459,108544
9.081513404846191,112640
-147.32818603515625,116736
-306.321533203125,120832
-272.0023498535156,124928
-504.4359436035156,129024
-67.23758697509766,133120
-63.909149169921875,137216
-939.0758056640625,141312
-104.40290832519531,145408
-93.80469512939453,149504
-110.50044250488281,153600
-99.05905151367188,157696
-148.52188110351562,161792
-278.7571716308594,165888
